carat,cut,colour,clarity,Length,Width,height,depth ratio,table,Grading
0.73,Very Good,F,SI1,5.86,5.89,3.55,60.4,57,Mid  
0.51,Ideal,G,VVS2,5.1,5.12,3.2,62.6,57,Mid  
0.3,Ideal,D,VS2,4.28,4.31,2.67,62.2,54, Low  
1,Very Good,E,SI2,6.33,6.4,3.97,62.4,57,Mid  
1.09,Ideal,E,IF,6.68,6.72,4.03,60.1,58,High  
0.4,Premium,D,SI1,4.75,4.7,2.85,60.3,62, Low  
1.2,Premium,H,VS2,6.79,6.75,4.16,61.4,59,Mid  
0.9,Premium,G,SI1,6.28,6.2,3.78,60.6,57,Mid  
0.43,Ideal,H,IF,4.87,4.89,3.02,61.9,55,Mid  
1,Good,I,SI1,6.23,6.3,4.11,65.6,56,Mid  
0.7,Premium,G,SI2,5.75,5.67,3.5,61.3,58,Mid  
0.7,Very Good,F,SI1,5.59,5.65,3.57,63.5,59,Mid  
0.31,Ideal,E,VS2,4.38,4.34,2.66,61,56, Low  
0.42,Ideal,F,SI1,4.83,4.81,2.99,62,57, Low  
1.5,Good,J,SI1,7.21,7.16,4.6,64,56,Mid  
0.86,Ideal,E,SI1,6.13,6.07,3.8,62.3,54,Mid  
1.1,Very Good,G,VVS1,6.7,6.77,4.07,60.4,57,High  
1.5,Ideal,G,VS2,7.31,7.29,4.54,62.2,58,High  
1.2,Premium,G,VS1,6.86,6.81,4.2,61.4,60,High  
1.11,Premium,H,SI1,6.68,6.62,4.06,61.1,60,Mid  
0.73,Ideal,G,VS2,5.8,5.82,3.59,61.8,54,Mid  
0.23,Very Good,E,VVS2,3.91,3.94,2.43,61.9,57, Low  
1.04,Ideal,J,VVS2,6.49,6.57,3.99,61.1,58,Mid  
0.9,Premium,G,VS2,6.21,6.11,3.8,61.7,57,Mid  
0.4,Good,D,SI1,4.68,4.71,2.97,63.3,57, Low  
0.32,Ideal,D,VS2,4.37,4.41,2.69,61.3,56, Low  
0.4,Premium,E,VS2,4.65,4.73,2.93,62.5,58, Low  
1.06,Ideal,I,VS1,6.59,6.61,4.03,61.1,56,Mid  
1.09,Ideal,H,VVS1,6.64,6.67,4.09,61.4,56,High  
0.72,Ideal,E,VS1,5.7,5.73,3.58,62.6,55,Mid  
0.35,Premium,H,VS1,4.51,4.53,2.79,61.7,59, Low  
1.05,Ideal,F,SI1,6.54,6.5,4.04,62,55,Mid  
0.3,Premium,D,VS2,4.35,4.32,2.64,60.9,58, Low  
0.26,Very Good,F,VS2,4.04,4.07,2.55,62.9,59, Low  
0.46,Ideal,H,IF,4.94,4.98,3.09,62.3,54,Mid  
1.08,Fair,H,VVS2,6.9,6.8,3.83,55.9,63,Mid  
1.62,Good,H,VS2,7.48,7.53,4.62,61.5,60.8,High  
0.8,Ideal,G,SI2,5.98,5.92,3.69,62,56,Mid  
0.33,Good,E,VS2,4.6,4.62,2.64,57.3,59, Low  
0.37,Ideal,H,VVS1,4.63,4.65,2.87,61.9,54, Low  
0.37,Very Good,F,SI2,4.6,4.7,2.8,60.2,60, Low  
0.9,Very Good,G,VS1,6.11,6.2,3.8,61.7,60,Mid  
0.4,Ideal,D,SI2,4.73,4.7,2.96,62.8,56, Low  
2.04,Very Good,G,SI2,8.04,8.11,4.96,61.4,58,High  
1,Fair,D,VVS2,6.37,6.3,3.87,61.1,57,High  
1.08,Premium,G,SI1,6.61,6.66,4.06,61.2,59,Mid  
0.37,Ideal,E,VS2,4.63,4.6,2.86,62,57,Mid  
0.91,Premium,E,SI1,6.17,6.14,3.85,62.6,58,Mid  
1.07,Ideal,F,SI2,6.6,6.57,4.05,61.5,57,Mid  
0.3,Very Good,G,VS1,4.22,4.24,2.64,62.4,58, Low  
1.5,Ideal,G,VS1,7.37,7.42,4.53,61.3,53.9,High  
2.04,Very Good,J,SI2,8.07,8.04,5.11,63.4,55,High  
0.31,Ideal,G,SI1,4.38,4.4,2.71,61.7,54, Low  
1.01,Very Good,I,SI1,6.37,6.4,4.01,62.8,58,Mid  
0.7,Very Good,I,VS2,5.56,5.61,3.51,62.8,59,Mid  
0.36,Very Good,G,VVS1,4.52,4.55,2.85,62.8,57, Low  
0.58,Very Good,G,VVS2,5.33,5.34,3.31,62,57,Mid  
1.16,Ideal,I,SI1,6.71,6.75,4.2,62.4,57,Mid  
1.04,Fair,D,SI2,6.32,6.25,4.13,65.8,58,Mid  
0.31,Ideal,F,VVS1,4.33,4.37,2.69,61.8,56, Low  
0.62,Premium,F,VS2,5.5,5.47,3.37,61.4,59,Mid  
0.51,Ideal,D,SI2,5.23,5.17,3.11,59.8,55,Mid  
0.31,Ideal,F,VS2,4.37,4.33,2.71,62.3,55, Low  
0.73,Very Good,J,SI1,5.85,5.9,3.53,60.1,62,Mid  
0.91,Premium,D,SI2,6.22,6.14,3.85,62.3,57,Mid  
1.01,Premium,F,VS2,6.34,6.4,3.97,62.3,58,Mid  
0.26,Ideal,D,VVS2,4.12,4.15,2.54,61.4,56, Low  
1.44,Premium,I,SI1,7.2,7.15,4.51,62.9,59,High  
1,Very Good,F,VS1,6.38,6.43,4.03,62.9,56,Mid  
1.73,Good,E,I1,7.56,7.6,4.82,63.6,59,High  
1.43,Very Good,H,SI1,7.08,7.13,4.46,62.8,58,High  
1.7,Premium,F,SI2,7.74,7.67,4.63,60.1,58,High  
1.2,Very Good,I,SI2,6.77,6.84,4.21,61.9,59,Mid  
1.03,Ideal,E,SI1,6.46,6.5,4.02,62,55,Mid  
0.72,Very Good,G,VVS2,5.68,5.72,3.56,62.5,58,Mid  
1,Good,G,VVS1,6.31,6.35,4.04,63.8,60,High  
0.34,Ideal,D,I1,4.5,4.52,2.77,61.4,55, Low  
1.06,Ideal,F,VVS2,6.56,6.59,4.03,61.3,57,High  
2.06,Premium,G,SI1,8.44,8.36,4.98,59.3,61,High  
0.52,Ideal,D,SI1,5.19,5.22,3.2,61.5,55,Mid  
0.34,Premium,E,SI1,4.47,4.5,2.77,61.8,58, Low  
0.34,Ideal,E,VS1,4.47,4.51,2.78,61.8,56, Low  
0.44,Premium,F,VS2,4.98,4.92,3.03,61.1,62,Mid  
1,Very Good,H,SI2,6.4,6.46,3.97,61.7,55,Mid  
0.7,Good,E,VS2,5.58,5.64,3.6,64.2,60,Mid  
1.06,Very Good,F,SI2,6.54,6.44,4.06,62.6,60,Mid  
0.41,Premium,J,VS1,4.75,4.79,2.96,62.1,58, Low  
1.04,Ideal,H,SI2,6.49,6.54,4.02,61.7,57,Mid  
1.2,Ideal,I,VS2,6.74,6.67,4.2,62.6,57,Mid  
1.08,Premium,D,SI1,6.62,6.51,4.12,62.8,58,Mid  
0.71,Ideal,F,VS1,5.76,5.8,3.53,61.1,56,Mid  
1.11,Ideal,H,VVS2,6.67,6.63,4.08,61.4,57,High  
0.42,Ideal,D,SI1,4.84,4.83,3,62,55,Mid  
0.84,Ideal,G,SI2,6.02,6.05,3.74,62,56,Mid  
2.09,Very Good,F,SI2,8.07,8.14,5.08,62.7,61,High  
1.23,Very Good,E,SI1,7,7.05,4.16,59.2,62,High  
1.02,Premium,F,SI1,6.65,6.57,3.86,58.4,59,Mid  
1.01,Good,G,VVS2,6.34,6.4,4.02,63.1,56,High  
0.7,Very Good,E,SI1,5.6,5.66,3.54,62.9,57,Mid  
1.5,Ideal,I,VS2,7.39,7.42,4.44,60,61,High  
0.33,Ideal,D,VS2,4.47,4.42,2.76,62.1,56,Mid  
0.38,Very Good,I,VS2,4.65,4.58,2.88,62.4,56, Low  
0.34,Ideal,D,VVS2,4.51,4.53,2.77,61.3,56,Mid  
1.04,Premium,F,SI1,6.43,6.46,4.03,62.5,60,Mid  
0.43,Ideal,H,VS1,4.87,4.9,2.99,61.2,56, Low  
0.33,Ideal,E,VVS2,4.44,4.46,2.75,61.8,56, Low  
0.32,Ideal,F,VS2,4.44,4.4,2.7,61.1,57, Low  
0.73,Ideal,D,VS2,5.78,5.81,3.56,61.4,56,Mid  
0.37,Ideal,J,SI1,4.63,4.67,2.89,62.2,53, Low  
0.31,Ideal,D,SI1,4.33,4.34,2.7,62.3,55, Low  
1.01,Very Good,H,VS2,6.45,6.48,4.01,62,59,Mid  
0.9,Good,F,SI1,6.08,6.01,3.89,64.3,57,Mid  
1.6,Ideal,F,VS1,7.6,7.63,4.61,60.5,57,High  
1.05,Ideal,F,VVS1,6.51,6.53,4,61.4,57,High  
0.54,Very Good,G,SI1,5.16,5.19,3.3,63.8,57,Mid  
0.56,Ideal,G,VVS2,5.27,5.31,3.31,62.6,53,Mid  
0.76,Ideal,I,VS2,5.84,5.87,3.62,61.8,58,Mid  
0.72,Ideal,G,SI1,5.79,5.82,3.53,60.7,56,Mid  
2.12,Premium,J,SI2,8.21,8.16,5.1,62.3,61,High  
0.33,Very Good,F,VS2,4.41,4.39,2.78,63.2,56, Low  
0.77,Very Good,G,VS1,5.82,5.86,3.64,62.3,58,Mid  
0.25,Very Good,I,VVS2,4.06,4.09,2.51,61.6,56, Low  
0.91,Very Good,E,VS2,6.18,6.2,3.81,61.6,58,Mid  
1.2,Very Good,I,SI1,6.82,6.76,4.19,61.7,56,Mid  
1.02,Ideal,G,VS1,6.49,6.52,4,61.5,55,High  
1,Premium,G,VS1,6.37,6.33,3.96,62.4,62,Mid  
0.37,Premium,D,VVS2,4.64,4.61,2.82,61,60,Mid  
2.1,Premium,F,SI2,8.16,8.18,5.07,62.1,59,High  
0.4,Ideal,F,VS1,4.75,4.77,2.94,61.8,54, Low  
0.79,Very Good,D,SI2,5.81,5.86,3.69,63.2,57,Mid  
0.41,Very Good,E,SI1,4.69,4.74,2.98,63.2,57, Low  
0.78,Ideal,H,SI2,5.94,5.88,3.64,61.6,54,Mid  
1,Good,J,SI1,6.37,6.4,3.94,61.7,62,Mid  
0.3,Ideal,G,VVS2,4.34,4.31,2.66,61.5,56, Low  
0.91,Very Good,H,SI2,6.1,6.18,3.89,63.4,57,Mid  
0.41,Ideal,J,VS1,4.79,4.75,2.96,62.1,56, Low  
1.1,Premium,H,SI2,6.6,6.69,4.13,62.2,58,Mid  
0.32,Ideal,E,VS2,4.38,4.37,2.72,62.2,55, Low  
0.39,Very Good,H,VS1,4.65,4.68,2.88,61.7,57, Low  
1.5,Very Good,J,VVS2,7.27,7.31,4.48,61.5,60,High  
0.7,Fair,D,SI2,5.59,5.5,3.64,65.6,55,Mid  
2.01,Ideal,H,SI1,8.11,8.06,4.97,61.5,55,High  
0.4,Ideal,E,VS2,4.7,4.68,2.93,62.6,57,Mid  
0.73,Ideal,D,VS2,5.76,5.8,3.56,61.6,56,Mid  
0.8,Very Good,I,SI2,6.01,6.03,3.66,60.7,56,Mid  
0.9,Premium,H,VS2,6.17,6.12,3.8,61.8,58,Mid  
0.33,Ideal,E,SI1,4.46,4.49,2.77,61.9,56, Low  
0.4,Very Good,E,VVS1,4.64,4.66,2.95,63.4,57,Mid  
1,Premium,F,SI1,6.37,6.25,3.96,62.8,61,Mid  
1.62,Very Good,H,VS2,7.57,7.45,4.7,62.6,58,High  
0.23,Very Good,E,VVS2,3.93,3.96,2.44,61.9,60, Low  
1.11,Ideal,G,VS2,6.68,6.65,4.08,61.2,56,High  
1.52,Premium,H,SI1,7.45,7.39,4.46,60.1,60,High  
1.3,Good,E,VVS2,6.95,6.99,4.38,62.8,59,High  
0.53,Ideal,E,VVS2,5.19,5.23,3.24,62.2,54,Mid  
2.01,Good,D,SI2,8,8.07,4.81,59.9,65,High  
0.47,Premium,E,VS1,5.03,4.97,3.09,61.8,58,Mid  
1.23,Ideal,H,SI2,6.95,6.94,4.26,61.4,54,Mid  
0.51,Very Good,F,SI2,5.07,5.1,3.19,62.7,56,Mid  
1.51,Good,J,VS1,7.23,7.29,4.61,63.5,60,High  
0.37,Ideal,H,VS1,4.63,4.66,2.87,61.8,55, Low  
1.01,Premium,E,SI2,6.42,6.39,4,62.5,60,Mid  
0.3,Ideal,H,VVS1,4.31,4.28,2.68,62.4,53, Low  
1.01,Very Good,E,VS1,6.33,6.43,4.01,62.9,60,High  
1.3,Ideal,G,SI2,7.01,6.95,4.32,61.9,57,Mid  
0.3,Good,G,VVS1,4.23,4.27,2.7,63.5,57, Low  
0.4,Ideal,F,VS1,4.74,4.78,2.92,61.3,57, Low  
0.7,Ideal,E,SI1,5.66,5.69,3.54,62.4,55,Mid  
1.04,Ideal,I,VS1,6.49,6.51,4.02,61.8,56,Mid  
1.01,Premium,H,VS2,6.33,6.22,3.95,62.9,60,Mid  
0.32,Ideal,G,VVS2,4.4,4.42,2.74,62.1,57, Low  
2.01,Ideal,G,SI2,8.07,8.02,5.05,62.8,56,High  
1.21,Premium,G,VS2,6.84,6.81,4.2,61.5,58,High  
0.35,Good,G,VS1,4.62,4.68,2.72,58.6,60.5, Low  
1.01,Premium,G,SI2,6.54,6.39,3.89,60.1,58,Mid  
0.32,Ideal,H,IF,4.41,4.42,2.72,61.6,55, Low  
0.63,Premium,E,SI2,5.64,5.6,3.31,58.9,59,Mid  
0.75,Ideal,E,VS2,5.76,5.81,3.61,62.4,57,Mid  
1,Very Good,D,SI2,6.41,6.36,3.88,60.8,63,Mid  
0.71,Ideal,I,VS2,5.77,5.81,3.53,61,58,Mid  
0.71,Very Good,F,SI2,5.58,5.67,3.58,63.6,56,Mid  
0.6,Good,G,VS1,5.44,5.5,3.29,60.1,61,Mid  
0.32,Ideal,E,VS2,4.38,4.43,2.71,61.5,55, Low  
1.03,Premium,E,VS1,6.55,6.43,3.99,61.5,58,High  
1.27,Premium,G,SI1,6.98,6.94,4.27,61.4,59,High  
0.9,Very Good,H,VS2,6.05,6.14,3.84,63,61,Mid  
2.06,Very Good,F,SI2,8.15,8.18,5.02,61.5,56,High  
2,Very Good,H,SI1,7.95,7.93,5.02,63.2,58,High  
0.7,Premium,G,VS2,5.66,5.64,3.49,61.8,58,Mid  
0.32,Ideal,H,VS1,4.42,4.46,2.73,61.6,56, Low  
0.37,Ideal,G,VS2,4.63,4.65,2.85,61.4,56, Low  
0.71,Premium,F,VS1,5.77,5.74,3.46,60.1,62,Mid  
0.3,Good,G,VVS2,4.27,4.29,2.73,63.8,56, Low  
0.31,Ideal,G,VS2,4.34,4.37,2.7,62,57, Low  
0.28,Ideal,E,VVS2,4.19,4.21,2.61,62.1,56, Low  
0.52,Very Good,H,VS2,5.08,5.09,3.23,63.5,58,Mid  
0.75,Very Good,H,SI2,5.79,5.87,3.61,61.9,56,Mid  
0.71,Ideal,E,VS2,5.7,5.75,3.55,62,55,Mid  
1.28,Good,I,VS2,7.09,7.03,4.11,58.2,64,Mid  
0.31,Good,G,VS1,4.33,4.29,2.75,63.8,57, Low  
1.07,Very Good,G,SI2,6.59,6.71,3.89,58.5,61,Mid  
0.32,Ideal,D,VVS2,4.42,4.39,2.72,61.7,55,Mid  
1.24,Premium,F,VS1,6.97,6.86,4.25,61.5,57,High  
1.08,Ideal,H,VS2,6.61,6.64,4.1,61.9,54,Mid  
0.41,Very Good,D,VS2,4.77,4.82,2.96,61.7,54, Low  
0.58,Very Good,G,SI1,5.34,5.28,3.37,63.5,56,Mid  
0.9,Very Good,G,SI1,6.15,6.2,3.84,62.2,58,Mid  
0.91,Very Good,E,VVS2,6.24,6.2,3.8,61.1,61,High  
1.01,Ideal,F,SI2,6.44,6.38,4,62.4,56,Mid  
0.78,Very Good,H,VS1,5.92,5.94,3.66,61.7,56,Mid  
0.9,Premium,I,SI1,6.19,6.15,3.83,62.1,59,Mid  
0.74,Premium,H,SI2,5.84,5.75,3.53,60.9,61,Mid  
1.21,Very Good,I,SI2,6.84,6.69,4.31,63.4,62,Mid  
0.31,Ideal,E,VS2,4.36,4.41,2.71,61.8,54, Low  
1.02,Ideal,F,VS2,6.41,6.36,4.01,62.8,57,High  
0.53,Very Good,D,VS2,5.1,5.15,3.24,63.2,56,Mid  
0.55,Ideal,E,VS2,5.24,5.28,3.26,62,55,Mid  
1,Ideal,F,VVS1,6.37,6.43,3.99,62.3,53,High  
0.4,Ideal,I,VVS2,4.72,4.74,2.93,61.9,56.4, Low  
0.56,Ideal,E,SI1,5.31,5.26,3.32,62.8,58,Mid  
0.7,Very Good,I,VS2,5.72,5.76,3.49,60.8,61,Mid  
1.25,Premium,F,VS2,6.93,6.89,4.25,61.5,60,High  
1.16,Ideal,G,VS2,6.78,6.75,4.21,62.2,55,High  
0.7,Very Good,F,SI1,5.57,5.62,3.54,63.3,59,Mid  
0.74,Ideal,G,VVS2,5.75,5.79,3.59,62.2,57,Mid  
0.32,Ideal,F,IF,4.38,4.44,2.73,61.9,55, Low  
0.7,Fair,F,VS1,5.65,5.58,3.62,64.5,57,Mid  
1.2,Very Good,H,SI2,6.73,6.79,4.19,62,58,Mid  
1.27,Premium,H,VS2,7.09,7.03,4.16,58.9,61,Mid  
0.51,Good,G,VVS2,5.1,5.08,3.24,63.7,54,Mid  
0.3,Ideal,J,VS2,4.33,4.3,2.67,61.9,56, Low  
0.7,Very Good,F,SI1,5.73,5.82,3.48,60.3,59,Mid  
1.25,Premium,I,VS2,6.98,6.89,4.23,61,59,Mid  
0.33,Premium,I,VS1,4.45,4.42,2.73,61.6,60, Low  
1.27,Very Good,I,SI1,6.86,6.8,4.3,63,60,Mid  
0.33,Premium,G,VVS1,4.43,4.4,2.74,62.1,58,Mid  
0.51,Ideal,D,SI2,5.15,5.12,3.21,62.5,55,Mid  
1.19,Premium,H,SI1,6.82,6.78,4.17,61.3,58,Mid  
0.96,Premium,I,SI2,6.45,6.25,3.9,61.3,60,Mid  
0.55,Very Good,I,VS2,5.31,5.32,3.24,61,57,Mid  
0.32,Very Good,F,VS2,4.36,4.32,2.75,63.4,57, Low  
1.54,Ideal,I,VS2,7.52,7.57,4.54,60.2,59,High  
0.82,Good,J,SI1,6.25,6.2,3.58,57.5,62,Mid  
0.27,Ideal,E,VVS1,4.15,4.17,2.59,62.3,56, Low  
1.22,Premium,F,VVS1,6.85,6.81,4.23,61.9,58,High  
0.91,Very Good,D,SI1,6.19,6.16,3.83,62,59,Mid  
0.67,Very Good,F,VS2,5.7,5.76,3.4,59.4,59.5,Mid  
0.9,Premium,G,VS2,6.14,6.08,3.84,62.8,60,Mid  
1.01,Very Good,H,SI2,6.38,6.45,3.89,60.6,61,Mid  
0.36,Ideal,E,VS2,4.52,4.56,2.84,62.6,56, Low  
0.32,Ideal,I,VS2,4.44,4.45,2.68,60.3,56, Low  
0.5,Good,H,VS2,5.21,5.24,2.94,56.3,65,Mid  
0.51,Premium,F,VS1,5.21,5.19,3.12,60,58,Mid  
0.3,Ideal,G,SI1,4.34,4.37,2.63,60.6,57, Low  
0.34,Ideal,G,VVS1,4.47,4.49,2.8,62.5,53, Low  
0.5,Ideal,E,VS2,5.11,5.13,3.18,62.1,54,Mid  
0.54,Fair,F,SI1,5.24,5.18,3.2,61.4,66,Mid  
1.25,Good,J,SI1,6.86,6.81,4.35,63.6,57,Mid  
0.78,Very Good,F,SI2,5.85,5.9,3.7,63,57,Mid  
0.7,Premium,F,VS1,5.71,5.67,3.46,60.8,62,Mid  
0.34,Ideal,E,VS2,4.51,4.54,2.77,61.2,56, Low  
0.83,Very Good,E,SI1,5.96,6.04,3.83,63.8,54,Mid  
0.44,Good,D,SI1,4.97,5,2.93,58.8,62, Low  
0.62,Ideal,I,SI2,5.45,5.49,3.42,62.5,55,Mid  
1.03,Ideal,J,SI1,6.46,6.49,3.99,61.6,57,Mid  
1.01,Ideal,G,VS2,6.42,6.35,4.02,63,57,Mid  
1.01,Premium,E,SI1,6.6,6.56,3.88,59,59,Mid  
0.38,Ideal,G,VS1,4.64,4.68,2.89,62,55, Low  
0.41,Ideal,F,VS2,4.76,4.81,2.92,61,57, Low  
1.01,Ideal,G,VS1,6.37,6.42,3.99,62.4,56,Mid  
0.3,Very Good,E,VS2,4.26,4.29,2.65,62,58, Low  
1.07,Ideal,J,SI1,6.53,6.57,4.06,62,56,Mid  
1,Very Good,I,SI2,6.37,6.4,4,62.6,57,Mid  
0.42,Ideal,G,VS2,4.84,4.81,2.98,61.8,56,Mid  
0.58,Premium,E,SI1,5.38,5.33,3.3,61.6,59,Mid  
1.29,Very Good,F,SI2,6.92,6.77,4.35,63.4,57,Mid  
1.06,Ideal,D,SI1,6.52,6.55,4.1,62.7,54,Mid  
0.7,Good,E,VS1,5.79,5.83,3.45,59.4,61,Mid  
0.31,Ideal,H,IF,4.37,4.41,2.69,61.3,56, Low  
0.92,Ideal,E,SI2,6.22,6.25,3.87,62.1,53,Mid  
0.56,Ideal,D,SI1,5.27,5.3,3.27,61.9,57,Mid  
0.28,Very Good,F,VS1,4.23,4.29,2.6,61,59, Low  
0.78,Ideal,F,VS2,5.91,5.88,3.67,62.3,56,Mid  
0.73,Ideal,G,VS1,5.81,5.86,3.55,60.8,56.4,Mid  
0.7,Very Good,G,SI2,5.74,5.76,3.49,60.7,58,Mid  
1.01,Good,E,SI1,6.29,6.22,3.81,60.9,64,Mid  
0.81,Ideal,F,VVS2,5.97,6.01,3.72,62.2,53.9,Mid  
2.19,Ideal,H,SI2,8.36,8.48,5.22,62,56,High  
0.34,Ideal,E,SI1,4.53,4.55,2.74,60.4,57, Low  
0.42,Premium,E,SI1,4.81,4.76,2.98,62.3,58, Low  
0.52,Ideal,E,VS2,5.2,5.24,3.17,60.7,56,Mid  
1.02,Good,D,SI2,6.54,6.59,3.87,58.9,65,Mid  
0.41,Very Good,I,VVS1,4.78,4.82,2.97,61.9,57, Low  
0.49,Very Good,G,IF,5.16,5.19,3.09,59.7,56,Mid  
0.4,Good,D,SI2,4.64,4.7,2.99,64,56, Low  
1.11,Very Good,I,SI1,6.58,6.64,4.09,61.9,59,Mid  
1.12,Premium,H,VS1,6.64,4.11,3.7,61.6,58,Mid  
0.71,Ideal,F,VS1,5.7,5.74,3.54,61.9,56,Mid  
0.78,Ideal,D,VS2,5.87,5.97,3.68,62.2,55,Mid  
0.3,Ideal,F,VS2,4.31,4.27,2.69,62.7,57, Low  
0.91,Fair,F,VS2,6.34,6.41,3.7,58,56,Mid  
0.9,Ideal,H,VS2,6.13,6.15,3.85,62.7,57,Mid  
0.32,Ideal,I,VS2,4.35,4.39,2.73,62.5,57, Low  
1.5,Premium,G,SI2,7.34,7.28,4.54,62.1,60,High  
0.7,Good,E,SI1,5.63,5.56,3.6,64.3,57,Mid  
2.21,Premium,H,SI2,8.35,8.33,5.11,61.3,60,High  
0.32,Ideal,D,SI1,4.42,4.39,2.71,61.5,56, Low  
0.24,Premium,E,VVS1,4.02,4,2.43,60.6,59, Low  
0.55,Very Good,E,VS2,5.23,5.27,3.23,61.6,60,Mid  
0.31,Premium,G,VS2,4.34,4.32,2.67,61.7,58, Low  
1.59,Ideal,I,VS2,7.47,7.52,4.62,61.7,57,High  
1.58,Premium,G,VS1,7.46,7.43,4.62,62.1,59,High  
0.7,Ideal,E,SI1,5.78,5.83,3.49,60.1,57,Mid  
1.01,Premium,G,VS1,6.58,6.51,3.94,60.2,59,Mid  
1.33,Good,I,VS1,6.96,6.92,4.42,63.7,56,High  
1.02,Ideal,E,VVS1,6.39,6.47,3.95,61.4,57,High  
1.54,Fair,I,SI2,7.22,7.14,4.67,65,56,Mid  
1.11,Ideal,G,SI1,6.63,6.66,4.11,61.9,57,Mid  
0.9,Good,D,SI1,6.21,6.3,3.66,58.5,63,Mid  
0.54,Premium,F,VS2,5.39,5.34,3.12,58.2,60,Mid  
0.26,Ideal,H,VS1,4.06,4.11,2.54,62.2,55, Low  
1.51,Ideal,H,SI1,7.32,7.29,4.59,62.8,55,High  
0.31,Ideal,E,VS2,4.34,4.37,2.7,62,55, Low  
0.42,Ideal,D,SI1,4.84,4.79,2.98,61.9,55, Low  
0.7,Premium,D,SI1,5.68,5.66,3.56,62.8,60,Mid  
0.96,Fair,H,I1,5.97,5.83,4.08,69.2,56,Mid  
0.3,Very Good,D,SI1,4.31,4.28,2.71,63.1,55, Low  
0.77,Ideal,E,VS1,5.87,5.9,3.65,62,56,Mid  
2.06,Premium,I,SI2,8.32,8.26,4.98,60.1,58,High  
0.3,Very Good,H,IF,4.26,4.29,2.69,62.9,58, Low  
1,Good,G,VS1,6.33,6.37,3.96,62.4,62,Mid  
0.7,Good,E,SI2,5.71,5.78,3.43,59.7,63,Mid  
0.55,Premium,D,SI1,5.25,5.22,3.28,62.7,59,Mid  
0.31,Premium,F,VS2,4.32,4.35,2.7,62.3,60, Low  
0.31,Premium,I,SI1,4.39,4.34,2.68,61.4,61, Low  
1.54,Premium,G,SI1,7.37,7.32,4.54,61.8,59,High  
0.59,Ideal,G,VS2,5.35,5.33,3.36,62.9,56,Mid  
0.92,Very Good,F,SI1,6.16,6.12,3.9,63.5,58,Mid  
0.72,Fair,G,VS2,5.66,5.71,3.67,64.6,55,Mid  
1.01,Good,E,SI2,6.38,6.33,4.08,63.9,55,Mid  
1.52,Very Good,J,VVS2,7.33,7.36,4.56,62.1,60,High  
0.4,Premium,E,VS1,4.69,4.72,2.94,62.5,58,Mid  
1.29,Ideal,F,SI2,6.95,7.01,4.32,61.9,55,High  
0.38,Premium,E,VS2,4.72,4.67,2.83,60.3,58,Mid  
0.52,Ideal,D,VVS2,5.15,5.17,3.22,62.4,56,Mid  
0.61,Very Good,G,VS2,5.44,5.47,3.38,62,57,Mid  
2.05,Ideal,F,SI2,8.19,8.12,5.07,62.2,57,High  
1.51,Premium,I,SI2,7.48,7.46,4.46,59.7,59,High  
0.33,Ideal,F,VVS2,4.47,4.5,2.77,61.8,54, Low  
1.07,Ideal,H,SI1,6.63,6.6,4.04,61.1,56,Mid  
0.3,Ideal,D,SI1,4.34,4.32,2.68,61.9,54, Low  
1.13,Very Good,E,SI1,6.71,6.77,4.1,60.8,58,Mid  
0.7,Premium,E,SI1,5.72,5.57,3.55,62.5,61,Mid  
1.03,Premium,I,VS1,6.5,6.42,3.98,61.6,58,Mid  
2.34,Premium,I,I1,8.47,8.43,5.2,61.5,60,High  
0.72,Ideal,H,VS2,5.79,5.77,3.54,61.2,57,Mid  
1.01,Very Good,E,SI1,6.3,6.38,3.99,62.9,59,Mid  
0.53,Ideal,F,VVS2,5.18,5.2,3.23,62.2,56,Mid  
1,Good,D,IF,6.33,6.37,4.02,63.3,59,High  
0.47,Fair,F,SI2,4.81,4.72,3.23,67.6,57, Low  
0.5,Ideal,E,VS1,5.11,5.13,3.16,61.7,57,Mid  
0.3,Ideal,G,IF,4.3,4.27,2.69,62.8,57, Low  
1.06,Ideal,G,SI2,6.55,6.51,4.08,62.5,55,Mid  
1.01,Ideal,D,SI2,6.34,6.4,3.99,62.6,56,Mid  
0.3,Very Good,E,VS1,4.28,4.31,2.64,61.5,57, Low  
1.11,Premium,I,SI1,6.73,6.66,4.06,60.6,59,Mid  
0.32,Very Good,G,VS2,4.33,4.36,2.71,62.4,59, Low  
0.55,Good,E,SI1,5.2,5.23,3.29,63.1,58,Mid  
0.93,Premium,H,SI1,6.23,6.27,3.86,61.8,59,Mid  
1.01,Premium,F,SI1,6.42,6.37,4.01,62.7,54,Mid  
0.77,Ideal,I,VS1,5.9,5.93,3.63,61.4,56,Mid  
1.13,Very Good,H,SI2,6.61,6.69,4.17,62.7,55,Mid  
1.55,Ideal,G,SI2,7.46,7.49,4.52,60.5,60,High  
0.95,Ideal,I,SI2,6.33,6.37,3.89,61.2,56,Mid  
0.42,Ideal,G,SI2,4.8,4.83,3,62.3,55, Low  
1.67,Ideal,F,SI2,7.6,7.63,4.75,62.4,54,High  
1.62,Premium,F,VS2,7.56,7.57,4.62,61.1,60,High  
1.25,Premium,H,VS1,6.88,6.84,4.25,62,59,High  
1.21,Premium,E,SI2,7.07,6.91,4.11,58.8,58,Mid  
0.79,Ideal,D,SI1,5.96,6.01,3.67,61.3,54,Mid  
